Target,RMSE,MAE,R2,MAPE
Credit_Risk_Score,5.06455407620362,4.03961175981613,0.5332509056197438,6.853111498777421
Liquidity_Ratio,0.21599062417315767,0.15213751509436046,0.7903560967283458,12.191475035198906
Market_Volatility_Exposure,0.20049310510629653,0.1605331772023487,0.3010551616895444,13.022627668587447
