Target,Train_RMSE,Test_RMSE,Train_MAE,Test_MAE,Train_R2,Test_R2,Test_MAPE
Credit_Risk_Score,2.6090676326926494,5.061563042022989,2.068168533447109,4.0363859613504935,0.879976251372118,0.5338020499966901,6.853206405933301
Liquidity_Ratio,0.13250953160172735,0.21751003114906392,0.09000882735295741,0.15250913212887862,0.9200858911585761,0.7873962016783205,12.193778884889324
Market_Volatility_Exposure,0.11752082860521534,0.20091181432201186,0.0935017763050781,0.16092264848392365,0.7525484368931314,0.2981327645879046,13.051862166752725
